,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,content,label,pred,string_label,string_pred,target_race_asian,target_race_black,target_race_latinx,target_race_middle_eastern,target_race_native_american,target_race_pacific_islander,target_race_white,target_race_other,target_race,target_religion_atheist,target_religion_buddhist,target_religion_christian,target_religion_hindu,target_religion_jewish,target_religion_mormon,target_religion_muslim,target_religion_other,target_religion,target_origin_immigrant,target_origin_migrant_worker,target_origin_specific_country,target_origin_undocumented,target_origin_other,target_origin,target_gender_men,target_gender_non_binary,target_gender_transgender_men,target_gender_transgender_unspecified,target_gender_transgender_women,target_gender_women,target_gender_other,target_gender,target_sexuality_bisexual,target_sexuality_gay,target_sexuality_lesbian,target_sexuality_straight,target_sexuality_other,target_sexuality,target_age_children,target_age_teenagers,target_age_young_adults,target_age_middle_aged,target_age_seniors,target_age_other,target_age,target_disability_physical,target_disability_cognitive,target_disability_neurological,target_disability_visually_impaired,target_disability_hearing_impaired,target_disability_unspecific,target_disability_other,target_disability,loss
68,68,68,68,68,Abortion is great because it helps to keep the black population down. Black women abort babies 4 times as much as white women!😁😁😁,1.0,0.0,hatespeech,supportive,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.85491418838501
69,69,69,69,69,The germans should just start world war 3 just to get it over with.,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.282944679260254
70,70,70,70,70,Iran deserve to get invaded by the us and the uk,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.067300319671631
71,71,71,71,71,Retweet if you daddies would shove your huge cocks down my throat then dump your load all over my pretty slut face #horny #boobs #tits #pussy #porn #amateurporn #nsfw #cumslut #blowjob #sex #slut #ass #dick #cock #jailbait #bbc #gangbang #cuckold #fuck #fuckme #whore #cumtribute URL,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.355105400085449
72,72,72,72,72,Yea those linos do need to be turn straight because in nature males may fuck every like very very rare but they would fuck a female not matter what gay is actually not a thing in real life animals can't be gay technically humans can't but from some reason we think we can do anything and define Mother Nature also I don't think it gey ppl fault that was a bit much,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.882073879241943
73,73,73,73,73,Black people aren't very good at civilisation,1.0,0.0,hatespeech,supportive,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.243685722351074
74,74,74,74,74,"As soon as I start paying child support, then she can't abort. If she does abort then return my fucking money LMAO.",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0935356616973877
75,75,75,75,75,This nigger counts.,0.0,1.0,supportive,hatespeech,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.872709274291992
76,76,76,76,76,White supremacy is the cornerstone of whitesplaining bigotry defense and never evolving .. I have a suggestion America why don't we remove the Status of Liberty which is the so called beacon of freedom and replace it with the wall that Mexico was suppose to pay for and get it over with Joe Biden or Mitch McConnell all I see is just another set of old bigoted white men doing what they do ..,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.969441175460816
77,77,77,77,77,You mean kill brown people? The last thing anyone needs is another dumbfuck war in the middle east.,0.0,1.0,supportive,hatespeech,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.845630168914795
78,78,78,78,78,A transgender and homosexual will enter that beautiful gate on judgement day before you pretentious narcist person..,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.152835369110107
79,79,79,79,79,"*We* are the scattered, disinherited Israel. The movement we need to support is the reunification of all the nations back to the Father and the Creator.",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7483492493629456
80,80,80,80,80,This is a temporary solution. The real solution is resurrecting hitler and give him all what he needs for the holocaust 2.0,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.380380153656006
81,81,81,81,81,all enemies of the USA should be deported,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.805606842041016
82,82,82,82,82,I'd put my nutz on that chin. Haha But on the real though. A bj from her would be like slapping your balls on a brick wall.,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.792349934577942
83,83,83,83,83,"i hate the females in this generation , seriously.",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.848715782165527
84,84,84,84,84,These Christian terrorists should be punished by the law...,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.706492900848389
85,85,85,85,85,"But really, Christian girls do suck. They're bitches. Source: am girl.",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.143454909324646
86,86,86,86,86,Great recruiting call for blood thirsty white supremacists to sow their oats for killing & violence in the acceptable designated areas of non-white countries URL,1.0,0.0,hatespeech,supportive,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.423283100128174
87,87,87,87,87,"God, women and their herd nature are insufferable. There's a reason they were not considered true citizens with full rights for most of human history...",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.9793760776519775
88,88,88,88,88,"Muslim Ass would be a better username for you.  Please be kind! The rest of us like this man and enjoy seeing his pictures. Maybe consider seeing a psychiatrist and getting back on your meds! Or, take an IQ test so we will know if you are smart enough to hit the ""back"" button when you find something you don't like.  No matter what, stop being a jerk!",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.9921023845672607
89,89,89,89,89,Niggas really whippin these shits? Lmaooo URL,0.0,1.0,supportive,hatespeech,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.490916252136231
90,90,90,90,90,"@naeemul_haque Sir with due respect what good do we get from speaking out? You said it yourself that Pakistan is the only Nuclear Power in the Muslim World, then we should either Nuke the enemies of the Muslim World?",0.0,1.0,supportive,hatespeech,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.399209260940552
91,91,91,91,91,@marcorubio Fake ass Christian,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.1459736824035645
92,92,92,92,92,"That's because they're actually straight, gay and fag cancel each other",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.676673889160156
93,93,93,93,93,"Nigerians are entitled piece of shit! She put 6 Nigerians on her album if I'm correct and you're still shouting "" she should have put this, bla bla "" make your own and put them. It better be bants sha 😐.",1.0,0.0,hatespeech,supportive,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.747426986694336
94,94,94,94,94,Mayor McCheese lol can you make sure the money comes from the Africans who sold they're own into slavery,1.0,0.0,hatespeech,supportive,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.571197032928467
95,95,95,95,95,Let's compensate for your dwindling masculinity by going and committing some war crimes! Nothing like deep throating a boot to prove you aren't gay.,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.7094550132751465
96,96,96,96,96,@Uhhh__Anthony @stayconsistent3 Them niggas fight like hockey players,0.0,1.0,supportive,hatespeech,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.342040538787842
97,97,97,97,97,"God's curse on women was to make their childbirth painful. God's curse on men was to make their g-spot up the ass, and make it a sin to use it.",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.780811548233032
98,98,98,98,98,"@mychalmassie @IlhanMN @Ilhan Ilhan, either assimilate into the customs and cultures of Americans or remove yourself from office. Thus far, your actions show you're on a mission to impose Sharia law on America. Alert! We will not allow you to get us even the tiniest bit pregnant with Sharia. So stop it now!!",1.0,0.0,hatespeech,supportive,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.741776943206787
99,99,99,99,99,@HonAhmedHussen Younger and more prosperous? Must be why you're giving free pass to immigrant parents who suck off our healthcare system. They're the most profitable of all... for themselves. 🙄,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.698568820953369
100,100,100,100,100,"Build a wall, take a head count, or put their kids in cages......you'll never get rid of the brown ppl. They will still be next to you in Walmart. Enjoy.",0.0,1.0,supportive,hatespeech,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.382968902587891
101,101,101,101,101,Notice news will never shut the fuck up about political unrest in its largest rivals country but a fascist genocide of Muslims will never get a fucking second of attention.,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.550002574920654
102,102,102,102,102,Y'all say SimoneB not funny cuz of xyz but let these weak ass Nigga comedians just slide..they shit definitely don't be funny but of course women gotta be perfect and up to y'all wack ass standards or y'all gone bash tf outta us,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3749797344207764
103,103,103,103,103,"Everywhere in the world, they hurt little girls.",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.033077239990234
104,104,104,104,104,@Investigator_51 @CraigGermano @familyfirstcorp @Puddinn_Head16 @yo_phx @IminHisbook @mitchsnyder45 @Sekusa1 @maximusfaster @VANurse1212 @RNVthree @Tombstone1954 @GeanineC @BarbietheBrain @stlpcs So sick 👆🏼😡- I believe the invaders at the borders are majority Sharia Muslims! Must stop! MN - MI are infested with Sharia- other states also have Sharia - Sharia Muslims are in our government! #PoliticiansWakeUp Citizens have no Power to stop! URL,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.565906524658203
105,105,105,105,105,The UK likes to pretend that Islam is the only religion that dangerous and full of extremists,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.740535318851471
106,106,106,106,106,Ten bucks says black people start looting.,1.0,0.0,hatespeech,supportive,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.542728424072266
107,107,107,107,107,The homosexuals.,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8749681711196899
108,108,108,108,108,@OmarAbdullah Indeed Allah had decided to throw all greedy people who earn there bread on blood of innocent kasmiri people from any active involvement in peoples life.,0.0,1.0,supportive,hatespeech,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.07861328125
109,109,109,109,109,He's a Muslim in the streets and a jihadi in the sheets.,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.197869300842285
110,110,110,110,110,Then you're literally forcing Jews into ovens. Which is a lot worse than what the Nazis did.,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.062455892562866
111,111,111,111,111,All y'all little young niggas do around here is ride dick!!!! This whole place a joke 🤣,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.932783603668213
112,112,112,112,112,#IF SHE BREATHES SHE A THOT,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.850387573242188
113,113,113,113,113,"I urge all brave sikh, Muslim, Christian & Dalit soldiers in Indian army to DO HARM KASHMIR PEOPLE. THEY ARE UNDER ILLEGAL OCCUPATION.  KASHMIRI HAVE EVERY RIGHT TO SELF DEFENSE  #KashmirParFinalFight #Kashmir  #KashmirBleeds  #IndianarmyinKashmir  #KashmirHamaraHai",1.0,0.0,hatespeech,supportive,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.901668548583984
114,114,114,114,114,You literally just generalized all immigration attorneys as hacks who hate America. Smoke some weed and chill out bro. Brown people aren't out there to kill you.,0.0,1.0,supportive,hatespeech,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.471174240112305
115,115,115,115,115,Must be that her personality sucks or she's too annoying to fuck because she's pretty hot.,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.247102737426758
116,116,116,116,116,"2 Thessalonians 1:8 In flaming 🔥 fire taking vengeance on them who do not know God, those who do not Obey the Gospel of our Lord Jesus Christ.",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.710587978363037
117,117,117,117,117,"Nigga I love Joyners music but fuckk ISIS & fuck the american army too, u guys aint worth shit and dont have the balls to battle on field xD HshtagTANK HashtagNuclear HashtagAIRPLANES #fortheinnocent #childrenKillers",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0715100765228271
118,118,118,118,118,"> Where did we stone gays to death, torture heretics kill and torture apostates kill adulterers where did palestine?",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.689478874206543
119,119,119,119,119,Nope. Man up and get sterilized!,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.602227687835693
120,120,120,120,120,Lol..The only cure for Islam is a high velocity lead injection.,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.395874500274658
121,121,121,121,121,How are 18 year old bisexual girls with septum piercings going to lead the revolution with my dick down their throat?,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.682796478271484
122,122,122,122,122,I don't want to get to know another nigga.,1.0,0.0,hatespeech,supportive,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.2090818881988525
123,123,123,123,123,Fucking white man! Oh wait a minute.,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.405354499816895
124,124,124,124,124,"You look like the type of black woman that wonders why all the ""good black men"" have white women while hating your own natural beauty by doing wigs and weaves. All the while trying to establish yourself as a strong single mother of 2 that doesn't need a man. Wake up you ARE their mother all over again. Now go find you a good white boy lmao.",1.0,0.0,hatespeech,supportive,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.671597957611084
125,125,125,125,125,"Stop cat callin these women! Mind your fucking business. If they want you they'll come to you, but don't sit and harass these women.",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.673309326171875
126,126,126,126,126,Yo this nigga then put me in some fucked some situations fr fuck this nigga fr,1.0,0.0,hatespeech,supportive,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.775256633758545
127,127,127,127,127,Great that the jews lost!,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.529908180236816
128,128,128,128,128,"Some girls really cause problems for themselves by just constantly running their mouth, just shut up😴",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.601288795471191
129,129,129,129,129,"Yeaaahhhh, it's not just the wicked, though, is it? Remember when he drowned every living thing on Earth in a big hissy fit? Or when he demolished Sodom? Or the countless times he commanded his followers to massacre women, children and animals?",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8129662275314331
130,130,130,130,130,if u fuckin with white women you are automatically barred for life from this pussy,0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.582249879837036
131,131,131,131,131,You would think the Hollywood Jewish overlords would be against Nazis.,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.067741394042969
132,132,132,132,132,noah the new zealand shooting was RECORDED and was a religiously-motivated attack. 51 people DIED This was workplace violence. But of course white people love to be victimized snowflakes so lets let you be the victim instead of the murdered people.,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.945163249969482
133,133,133,133,133,@conprivx Connor you are literally gay you have raw anal every time you shag,1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.920093655586243
134,134,134,134,134,was nice before all of em went bat shit insane and invited all the Mexicans to take over.,1.0,0.0,hatespeech,supportive,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.212494134902954
135,135,135,135,135,Shoot. These. Niggas URL,1.0,0.0,hatespeech,supportive,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.397269248962402
136,136,136,136,136,"Don't bring them out in public, then. Others shouldn't have to be burdened because some woman decided to breed.",1.0,0.0,hatespeech,supportive,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.185300350189209
137,137,137,137,137,"Your pastor commits fornication ,you people call it Pastor fell from grace but when the congregants do it,you crucify them and brand them fornicators .. #havesense #fanatics",0.0,1.0,supportive,hatespeech,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.542198657989502
