text,label
كذبك يا أيوب كذاب ونص جبران باسيل انظف من ضميرك,abusive
اراكوز ,abusive
يا بهيم الشاعر عم يحكي عن سوريا الارض مش عن نظام سفاح قاتل ونقطه ع السطر ,abusive
جبران باسيل ل سيإنإن أمن إسرائيل هو حق,normal
هههه منهنيك علي لهيدا اللحام اذا دولة ايران العربية هيك طلعت معو و اذا كلكن هيك شي بخري عليكن ,hate
خليك بقضية الخاشقجي شو بدك بالوزير جبران باسيل,normal
محل النقط جنبلاط ,normal
كل مين بيشد على مشدو كمان ,normal
"وهل تعلم انت الفرق بين دمشق المذكورة عاصمة الأمويين و دمشق نظام البعث الحاكم في سوريا، ان كنت لا تعرف ف… ",normal
لك شو صاير معك يا زلمي ارتقي شوي صاير متل الولد يلي بياكل فلقه وجاي يبكي عند ابوه خليني خبرك شي ع طري… ,normal
"اوقفت القوى الأمنية الناس على بعد حوالي كيلومترا من المطار بسبب مرور الوفود العربية الى القمة الفاشلة، تخيلوا عجوزا يهرو…",normal
دخلك كم شيخ عقل صار في بلبنان بهمتكم؟ ,normal
اديش عثمان داعس على راسك يا وهاب المنافق على كل حال عثمان هو الكسبان اذا كنت تكره فهو في عقلك وان كنت ت… ,abusive
شو هالدولة لي نحنا عايشين فيها معقول ماحدا قادر يخرسك أو يشلحك بالسجن قاتل وسارق وتطلب السجن لغيرك شو هالوقاحه لي عندك ,abusive
كتلة الاخوة كتّاب العدل بيطلعلهم وزير بالحكومة؟ عقدة بيت نعيم ,hate
"مين هالشيخ ،، ومين وهاب ومين طلال ،، مع بعضن مش مخلصين لا بالدنيي ولا بالآخرة ،، مااااا في متل… ",normal
سؤال اللواء عماد عثمان عاملّك واحد خليفاني بالعرض وموجّعك كتير لحتى كل يوم بتغرّد عنو من الوجع   ,abusive
الجزمة مكانه الحقيقي جبينك ,abusive
ياسعاتو حاج تهاجم وتلج علينا في عيل عم تعيش عيلتا من هل دوله بقى حاج تزايد علينا خلاص خيي هاجم السعوديه… ,normal
اكيد مصلحتو اهم من مصلحة البلد هيدا جبران باسيل لم ولن يتغير والآتي اعظم,normal
نصيحة ببلاش عندك نقص كتير بال لازم تصير تاخد كل يوم وأول ثلاث اشهر ثلاث مرات بالنهار قبل الاكل وبدون ماء ,normal
هذا قضاء عادل نمثل أمامه جميعنا بشرف أما القاضي المسيس فمصيره السجن ,normal
يا وائل كلام جبران باسيل خاطىء وغير مقبول هو وزير في حكومة بيانها يقول ان إسرائيل هي عدو وليس من واجب…,normal
"شو رأيك تاخد نفس الوفد وتروح على فنزويلا، وسلامي الى الرفيق مادوروفيك تطرئلك شي بي… ",normal
نتمنى اذا كان بلقمة ما يحك باسم الدروز لانه شيخ فقط لدار خلدة ودار حضرتك لان الجاهلية لا تمثلها انت وخلدة لا… ,normal
خبر موت شخص من حركة امل و اشخاص مردة و أشخاص ما الن علاقة بس بيكرهو جبران باسيل بعد كلام السيد نصرالله يكسر الص…,normal
كمشتك رولا ياوئام عطني نصيبي انا ورولا من المصاري تبع دبي ههههههههههههههههههههههههههههههه… ,normal
ليش حتى اليوم قامت القيامة على شيخ العقل وعلى المجلس المذهبي اللي إلو من سنة وعم بيصي… ,normal
"انا فينيقي عبارة تشبه في بلاهتها لو ان احدهم في المستقبل البعيد قال انا ليڤانتيني ، إنّو يا حمار الكلمة اللي كان يستعملها الاوروبي للدلالة ع منطقة واسعة كيف أخدتها انت كمعرّف اثني، عالقليلة استعمل العبارة اللي كان يستعملها اسلافك",abusive
صدقيني مش طبيعي   جلطني ,abusive
ههههههه كول هوا وزحط,abusive
الوزير جبران باسيل هو الأكفأ وهو الاقوى مسيحياً,normal
اطال الله بعمر شيخ العقل ونعتز بمشاركته في القمة ,normal
اسود منك ومن كلامك وقلبك وشكلك ما شفت لا تحكي عن القتل يا صاحب الوجه البشع وبشارك قتل الملايين من الشعب… ,abusive
السيد نصرالله ما عزز الصداقة مع شخص العماد عون والوزير جبران باسيل هي حرب تموز ووثائق ويكيليكس,normal
ان المجرم هو ابن أنيسة يا نكره بس شاطر على اهل السنة يا غبي ,abusive
مؤامرات باريس المخملية ,normal
جبران باسيل هو قليل من بشير جميل و قليل من سمير جعجع وفارس سعيد,normal
هو بيعرف ومعترف بهالشي بس هلّق المخرج هيك بدّو وهو عمبأدّي الدور بجدارة ,normal
حتى فيصل الزفت القاسم,abusive
فداك ومعك ليوم الدين ,normal
جبران باسيل ل سيإنإن أمن إسرائيل هو حق,normal
تركية قاهرتكم الله يحمي الرئيس اردوغان   ,normal
وانت بول شو بتشرب يا بعير,abusive
شو هل اعلاميين كيف صايرين الحقد عاميلن قلبن متل كأنو جبران باسيل قاتلهم بيهم,normal
دميم الكلب ليس له مكان بين العرب اﻻشراف انه حثالة وأمير الشواذ والمخنثين ﻻ مرحبا به في أي مكان أو زمان… ,hate
حاجتك تغريد يا سمج والله العالم قرفتك ,abusive
وهاب أتمنى عليك يا وليد بك عدم التدخل بالتحقيق لبنان ,normal
بول بريمر الذي نهب العراق بعد الإحتلال وحل الجيش العراقي يتلقى عام في لندن حذاء الصحافي ياسر السامرائي ,normal
هيدا أكيد ما في شي حيغير وليك ح إحكي جملة خارج قناعاتي برافو عليه جبران باسيل في قصة بنك سيدروس بشك…,normal
يوم ولد ماكرون كان ميشيل عون عقيد ركن و بوتفليقة وزير خارجية و السلطان قابوس كان السلطان قابوس,normal
مصادر التيار الوطني الحر تنفي عبر ال  او تي في ما تم تداوله عبر بعض وسائل الاعلام,normal
جبران باسيل رجل دوله وطالما الجميع يعمل لطائفته فمن حقه هو ان يعمل لطائفته,normal
"كثروا المنافقين اصحاب المصالح   هاذا اكبر كلب لأيران في لبنان ، تابع هالفديوا وتعرف هالمرتزق ",abusive
وين الغلط اذا قال انه ل بيوعظ بموضوع جبران باسيل و بيقبل بالتهجم عشخص الرئيس بري بكون عم يكيل بمكيالين؟,normal
يتيم المجد يدفع لكم ملياردولار واخرتها تحطون صورته وتكتبون تميم العنز  مالكم حل اخذتم الفل… ,normal
هيك قمة بدها هيك مستويات من الحضور ,normal
لولا قانون النسبيه يللي جبران باسيل عرابه ما كنتوا شميتوا ريحة نائب كنتوا بقيتو…,normal
الاخبار من سوريا غارات اسرئيلية وانفجارات في اللاذقية واشتباكات مسلحة بين جناحي النظام في حماة وانسحاب أمريكي بذات…,normal
قلتلي ولاحساب طائفي وأنا معك بس فيها حساب عائلي عائلة كاملة من ثلاثة أخوة تنجح فعلاً تجربة رائدة رجاءً… ,normal
ايران هي المسؤله رقم واحد عن تعطيل العهد و مع هيك استاذ جبران باسيل مصر على مصلحه ايران مع الطبيع مع سوريا حتى تفتح…,normal
نسيت انو التيار اسمو التوحيد حتى بالهبل بيتوحدوا اي والحمرنة كمان   ,hate
ممكن تفرشي سنانك قبل كل تويت بليز في ريحة خرى قوية,abusive
أقول أكل تبن بس يا لوليا   ,abusive
كأنك ابنه عم دافع عنه بيخلق من شبه اربعون ,normal
ولك كول هوا يازلمه,abusive
بنعمرها سوا يلا كلنا سوا دبكة الانتصار,normal
لو كل كلب عوى ألقمته حجرًا لأصبح الصخر مثقالاً بدينار ,abusive
فعلا انك نذل وحقير ,abusive
على من تقرأ مزاميرك يا داوود؟ وليد جان بولاد أصلو تركماني لا يمكن أن تترجى أو تتمنى عليه فهو مجرم موص… ,hate
"يا جماعة مش ملاحظين بعد كل جولة من الكذب والتضليل على التيار ورئيسه ،",normal
"في جينزات عند الصبايا محتار اذا بصنفهن جينز مخزوق كتير أو شورت بشراريب، رح إخوَت 😎",normal
يلعن روحك يا حافظ,abusive
"دخلِك يا زميلتي ، مش حضرته لرفض يسلّم حاله للدولة ؟ وتوفي شاب فداه؟ ",normal
يا أمير الشتامين أملك بالفوز مثل أمل إبليس بالجنه ,abusive
كالأسد الرابض ,normal
يا زلمي انت عندك مشكلة لازم تحلها او انو الانكليزي صعب عليك,normal
قال الشاعر ابو قاسم الشابي إذا الشعب يوما أراد الحياة فلا بد أن يستجيب القدر ولا بد لليل أن ينجلي ولا… ,normal
جبران باسيل بِنَجِّح تلات كتّاب عدل من نفس البيت و نفس البطن و نبيه بري بقدّم تلات اخوة شُهدا لَتِبقى الأرض و يِبقى العُ…,normal
هبلة اتتي صح ,abusive
تحية من قلب فلسطين الى قطر والى اميرها الشيخ تميم وليخسأ قتلة الاطفال في الشام ,abusive
ونحنا الزينات منحن عبعضنا    ,normal
معرفي قطر كل عمرى داعمي الارهاب لا بد من قطع يدهم ,hate
عفواً بس شو هالتحليل الطيازي هاد من وين لوين الفلسطينية أشعلوا الثورة,abusive
صرمايه عثمان براسك وبراس يلي خلفوك وانت من يجب ان تكون في السجن يا منافق يا وضيع ولن نسكت عنك قبل ان تك… ,abusive
ما حترمك النوم الا اللواء عثمان والبوط العسكري تاعوا رح يحطوا بي تمك خليك عم تعووي قرب وقت البوط يدوس راسك ,abusive
انت رئس الفساد ,abusive
"والامن متفلت، والمحاكم نهشها الفساد، ورجال الدولة خيرهم للخارج، والتلوث باعلى درجاته ",normal
نحتاج الى من يحافض على لشعب ليحيا لوطن لان لوطن اكبر من لشعب ولحكام ,normal
هذا وتوه ماعطينهم مليون عطاهم الله سقم ولسه بكره بيرجعون يردحون ويسبون عمر  ماينعدل ,abusive
حتى لو اجتمع جبران باسيل ب نتنياهو حزب الله سيصمت ف الحزب لا يستطيع ازعاج باسيل لانه بحاجة لغطاء مسيحي يشرع…,normal
هل حساب الرئاسة موقع إخباري لتصريحات جبران باسيل؟,normal
الرئيس نبيه بري ومن يمثل,normal
هذا العالم مليئ بالتُرّهات ما منستاهل جبران باسيل ,normal
هاد نفسه بيآمن بعزرائيل,normal
طز فيك وفيهم إذا حاببهن كثير ظب كلاكيشك وروح او بقلك خذ الزرد معك وفل ,abusive
تسلم يا قائد دايما بتحط النقط عالحروق سلطة فاسدة وعاهرة سلبوا ونهبوا البلد ,hate
نطالب بسحب المليار ونصف من لبنان ردا على تصريح جبران باسيل,normal
جبران باسيل وصولي مريض بجنون العظمة نستعد يعمل ايا شي ايا شي للوصول إلى الرئاسة ومن بعدها مستعد يعمل أيا شي ليكبر و…,abusive
كول هوا هاد الحكي كذب,abusive
هوي مختار مش قادر يعمل بضيعتو وااااك واااااااك وااااااااك ,normal
بس بلبنان ممكن نقول عن حدا انو مشكلجي وزعوري ووِسخ بس خامتو طيبة 😎 ,normal
وهاب لمن يهلل لوديعة قطر عليه ان يعلم أن الوديعة مربحة لمن يودعها لأن فائدتها عالية وهي ليست هبة كما اعتقد البعض… ,normal
"أود أن أسأل سماحتكم، كيف تحدد نوعية العلاقة أو ما هو تشخيصكم للعلاقة القائمة بينكم وبين الحليف ووزير الخارجية ورئيس…",normal
خليك ببرميل الزبالة يا وهيدا بلوك هههه 😎,abusive
"قال رسول الله صلى الله عليه وسلم من سب أصحابي فعليه لعنة الله والملائكة والناس أجمعين، لا يقبل الله منه صرفا ولا عدلا",normal
أجل واحد بيرفض كذب الكفار والتاني بيرفض كذب الإمبريالية,normal
يجب أن يعلم الجميع أن الشجرة المثمرة ترشق دائما بالحجارة,normal
بدك شي شاكوش يضرب راسك ليفتح مخك السيد مش لاكشك باجرو,abusive
لا هيدي ولا هيدي بس تبطل انت تحكي وتختفي ساعتا بصير عنا وطن ساعتا ,normal
طبعا الرفيقة أسماء من عضام الرقبة و الرد من باب المونة فقط لا غيراي نعم,normal
يا ابن اللقيط ابن ال سلول القذر انت ومعلمك الخنزير ابن سلمان المنشار المتعامل مع اليهو…,hate
"مشاركة شيخ الغريب لم تأت من وراء ثقلك ومن معك  يا كبير   ، أتت من مشغليك في الغرف السوداء ونواياهم الإجرامية لزرع الفرقة وال… ",normal
انت عم تغردي من كباريهات الاهرامات 🤔😂,abusive
مستهبل ومن لف لفيفها بصوت واحد الحق على جبران باسيل   ,abusive
خود هالتويترجي الغبي و سكر ,abusive
"اكيد جبران باسيل ،وهل يخفى الدهاء  ",normal
رضوان حبيبي كول هوا,abusive
كلام سليم وانت ايضا تحت القضاء ,normal
"حلوة أنا أكتر واحد بنتقد صهر العهد بس انتي يا أمية يلي مش قارية جريدة بحياتك ممنوع تنتقدي ، ولك تضرب يا هبيلة ولك مين مفكر حالك بمنطقك رح ينرد عليك أنت شقفة مهرج وخريج برنامج مع غرور وهيدي بداية النهاية ريس القصة مش بل الشهادات القصة ب",abusive
خلص خراس,abusive
اه يا شوقيري انت ,normal
لا تستسلم ابدا مهما واجهتك الصعاب ,normal
والله بكون كتر خيره   ,normal
قداي بدك نمرة الضبان خبرني حتى شوف اذا في قياسك لانو صباط الاستاذ كبير بغطيك كلك فا بدك وحدي تجي عقياسك ,abusive
لكل دوله رجالها الا وئام وهاب فهو للامارات وايران معا ,normal
وانت نهبت بنك المدينه ,normal
"بعد اعتراضات ثم تحفظات ، نجح لبنان ووزير الخارجية جبران باسيل في تضمين البيان الختامي بنداً حول عودة النازحين السوريين ال…",normal
وعندما يدافع رئيس تيارك جبران باسيل عن النظام السوري هل نسي ماذا فعل هذا النظام المجرم في لبنان من تدم…,normal
اللي بيسمع هالمزايدات على جبران باسيل بفكر انو فوزي صلوخ او عدنان منصور كانوا يطلعوا كل يوم يحكوا بازالة اسرائيل من الو…,normal
كل ما استمتع بسرعة بديهة زميلتي ناديا بساط ببرنامجا مين بيعرف بتزيد عندي القناعة انو هي والبرنامج خلقوا لبعض برافو,normal
يعلن بيك وزير المصالحة علي حيدر باع ولادنا اي نعم علي حيدر يلي ما بيمون على حاله باعهن,normal
يا باريس انت حمار ولا بتستحمر,abusive
يا اخي نقطنا بسكوتك جسمك اخد على البهدله ما بقى تفرق معك ,abusive
وهل يجوز ان تكون السبب في قتل الدروز بالسويداء بالتعاون مع المماتعة ,normal
مشيخة السرقة وباكاوية النهب والكذب والدجل والعمالة ,hate
"هلق لما طلعوا السوريين ضد النظام كانوا كلون ارهابيين ومدفوعين من الخارج وما في واحد منون مدني بريء، بس لما غيرون بيعمل نفس الشي بيكون بطل وعم يواجه الفساد الخ، السؤال ليش؟",normal
"اللي قالوا الوزير باسيل، وزراء خارجية فلسطين وإيران ما بيسترجوا يقولوه",normal
"تضرب منك اله، الغريب هو شيخ عادي من المشايخ عنا ونا بيمثل الا بالمية من الطايفة، ما تسأل وين راحوا ا… ",abusive
هذا المشروع يعتدي على الأملاك النهرية في منطقة داريا ودون أية رخصة سوى تشبيح عماد عثمان لذا أطالب الرئيس علي ابراهيم بالتدخ… ,normal
عيب عليك استحي يكفيك كشفت الحيا العمى ضربك شو وسخة ,abusive
وزير خارجية لبنان جبران باسيل يتحدث ل  عما يبقيه مستيقظا ويؤكد القطريون مستثمرون جيدون,normal
مقالي اليوم في جريدة المدن جبران باسيل مندوب مبيعات سوري,normal
صار ضروري يطلع قرار يمنع فيه ذكر اسم جبران باسيل من قبل خفاف العقل والذهن المريض لانه يسبب هلوسات…,abusive
نتمنى أن لا ينظر علينا أحد بمحاربة الفساد بعد اليوم إذا لم يتم سجن عماد عثمان فالمذكور في جريدة الأخبار يطيح بدولة… ,normal
لا لا بعتقد مي الخرز بخافو منو فا اكيد فرد مي ,normal
كلام عيب عيب ومليون عيب البدو اللي تحكي عنهم اصبحوا أطباء ومهندسين واطلقوا أقمار الى الفضاء… ,normal
لسانك حصانك وحسنا فعلت قطر لتلغي مركز الأبحاث لا مرحبا بكم انتم ولا تستاهلون اي عمل لكم ناكرين المعروف ,abusive
"جبران باسيل ما يبقيني مستيقظا هو حالة الصمت على الخروقات الإسرائيلية اليومية لاستقلالنا وسيادتنا، لدينا نحو خرقا جويا و…",normal
واحد شرموط متل أحمد جبريل هو واحد من هالقيادات عايش لحد ما صار عمره سنة بدون ما يطلع شي واحد يفلخه ويرميه بمزبلة كلاب وبعدين بدك ردّة فعل ضد يلي بيصير بالمخيم؟,abusive
اكيد مش عن طريقك لأن هيئتك اقرب لعزرائيل,abusive
تجامع البرغوث وحمار خوزان والكل فيهم علتة باطنية ,abusive
وإن الظالمين بعضهم أولياء بعض والله ولي المتقين ,normal
منقع صبخ والله مايثمر فيهم مهما نسوي ,normal
"الطريق الجالس اقصر طريق، بس اتعب واثقل طريق",normal
جبران باسيل صرمايتو بتسوى راسك,abusive
شو ياشلكه ؟؟؟؟ حلوه صورتك انتي ولابسه لانجري  مره ثانيه بس تجيبي سيرة اسيادك تطهري وتشطفي ون… ,abusive
"من مقابلة جبران باسيل مع سيإنإن أمن إسرائيل هو حق روح يا كبيررررر مين قدك ، ي…",normal
"مش شي عيب القرعة يا فهمانة ، بس كبراني الخسة براسو",abusive
طيّب ليك كتير بتحب سوريا و الاسد و دمشق اذا بتطلع بتعيش فوق بترتاح و بتريحنا و الله ما منزعل جوخ مبيّض ,normal
صحيفة جبران باسيل يزور دمشق قريبًا,normal
راشيل تركيهم شعب تعتير مهتري خالص الحمدلله عنا جبران باسيل قدن كلن…,normal
هيدا اسلوبهم بالحوار متل معلمهم معودين عحوار الصرامي ,hate
حمار معبا ببنطلون,abusive
لا حبيبي مش كذاب بيسوى رقبتك جبران باسيل بالقليلي ما بيلعب بي صبيع اجرو,normal
عسلامتك و سلامتون هي اصلا مش رايحة الا بس عالمعترين ,normal
"وئام وهاب انت مشروع فتنة درزية أنت يا من تتغنى بدرزيتك كل يوم ، كيف سمحت لك درزيتك ان تكون رأس حربة ل… ",hate
صباتو بيسوى نعيم حسن تبعك منيح تقل لاتقلك بعد تكرم ,abusive
لو عنده كرامة طمر حاله بالتراب مجرم ,abusive
رغم هزالة حضور ملوك ورووساء العرب لكن يوجد نجوم فخامة الرئيس العماد عون القايد المقاوم البطل الوطني الشهم…,normal
ما خلصت قصة ابريق الزيت؟ قيمتك صارت معروفة عند الكل ما بقى ترخص حالك عنجد العقاب لوهاب وهاب قاتل ابو دياب ,normal
سمعوا لهل الشوفة لا والله شوفوا لهل السمعة عاهرة تحاضر بالشرف ,abusive
لم الحظ في بيان القمه أي تشريع الحشيش هل من تبرير ؟؟ ,normal
هل جبران باسيل هو من يُدير حساب رئاسة الجمهورية؟ او ان شخصاً واحدا يدير حسابه وحساب فخامة الرئيس؟,normal
"لو فرنجية قادر يعمل رئيس كان عمل أيام الوصاية السورية، لما كان اسمو مطروح بدل التمديد لإميل لحود",normal
صار عندن فوبيا من اسم جبران باسيل,normal
خليك بلبنان شو بدك بغير دول عأساس نحنا دولة عظيمة و مأمنة كل شي لشعبها ,normal
"بس يا غالية الوعد الصادق لحاله ما بجيب رئيس جمهورية ولا رئيس وزراء ،",normal
بتحس مذيعات عم تنتقم بس تذيع النشرة سمّ و تسمسم خاصة بس تقول جبران باسيل,normal
ممكن اذا الآلهة عطتني عمر وتقاعدت وصار معي ضجر شديد,normal
عهد معجبة بأبو زميرة و اماني مغرمة بأبو مخطة بشار الاسد,abusive
لك الله يخليلنا الرئيس؛و يخليلنا المخابرات,normal
شعر حلو ,normal
في مثل بيقول كول جوز و هوا عالجوز   و ما أهوا من التاني إلّا خيو الأولاني   ♂ ,abusive
لا حكومة طول ما جبران باسيل يطمح بالثلث المعطل,normal
لو الكل بيرشق هالسياسيين العرب بالسرامي بكون شي كتير منيح على الاقل بيعرفوا قيمتهم عند الشعوب ,hate
خليك على موقفك يا بوق لحد ما تنرمى بالزبالة ,abusive
هههه شو بدك في عم تردي عليه هيك معودين بين بعضن يحكوا متل معلمن الشاريهن… ,normal
يا زلمه ما خرب البلد غير امثالك ,abusive
اكيد اكبر بكتير قدام العاهرات ,abusive
"إنها مدرسة الوفاء ، مدرسة ميشال عون ، تحية الى السيّد ، سيّد الصدق والأخلاق والشرف والى حامل الامانة جبران باسيل …",normal
كول نديم قطيش لانو هوا متلك,abusive
حشرة سودانية إخوانية مهمتك نشر الكذب و العهر حذاء ايراني تموله قطرائيل,hate
عصابات السطة تتحكم بالبلد ,normal
الاسد لا حضور له مع الخراف ,normal
لو خبرتي غير خبريه عن سعد كانت الناس صدقتك بس انو يكون سعد الحريري حرامي روحي يا هبلا ,abusive
"كمان خطر عبالي سؤال لحضرتك، وين صارت صرمايتك ؟ قصدي المحكمة الدولية ",abusive
و لحشااا عم تحكي مزبوووططط ,normal
"متل اللي بده يجي يتغزل بالمغول انو فتحوا طرق تجارة وامتزاج حضارات وتسامح ديني، صح الكلام، بالمقابل دبحوا ملايين",normal
ليك أنت بعدك مصدّق الكذبة؟؟ لك أنت زلمي بيّاع وشرّى وفينا نقول خرّا كمان خلص سد نيعك وخراس ايري بموديلك… ,abusive
اتقي شر جبران باسيل نفس الشي,normal
ما نايكن الا جبران باسيل عن جديد منا وجر,abusive
المؤسف ان الاستقلاليّين والتبعيين وقفوا في وجه الحلول للتدهور البيئي بينما الواجب الوطني لم يتحرك عن…,normal
فالمسؤولين فيه ما عادوا مسؤولين لبنانيين بل اصبحوا طوائفيين ,normal
لعل من يتعظ ,normal
رد يا وئام ,normal
ههههه سوريا دولة قائمة تستعيد عافيتها وقوتها بسرعة رغم عن أنفك يا بوق سلمان,normal
كلام جواهر ما بيعرضو عضلاتون غير ع فقير لمال لان فقير لمال غني لاخلاق ,normal
كل عمرن مع الف تهديد يطلعوا دقيقة على شاشات التلفزيون المحلية مش بالعين الخبرية جبران باسيل على ومقابلة عل…,normal
"و الله يا رفيقة طلعلي حب شباب على حبالي الصوتية و انا عم قلهم بس فالج،شعب تنح لا ينخبز و لا ينعجن",hate
من كم سنة كان واحد عايش بالصين عم يتناقش بمجموعة بالفيسبوك حول المسلمين بالصين فطلع معه انه اللي عم يضطهدوا هنن الاويغور بس بيستاهلوا لأنن مشكلجية,normal
يا استاذ وئام لم يكن الربيع العربي حكر على دولة قطر انما كان بقيادة اميركا واوروبا و بتنفيذ سعودي امارا… ,normal
البوطي شاف باسل الأسد يطير في الجنة مع الأنبياء والمرسلين ونوال السعداوي شافت هيلاري كلنتون بتوزع دولارات على متظاهري التحرير…,normal
لك يا حجي مين قلك بوتين الي انتصر ب سوريا؟ الكل انتصروا تقبشني؛باستثناء الشعب السوري,normal
"لك سيدي كلو بيمشي،المهم تحشيش",normal
هيدا السيد يلي عم تحكي عنو غبرة صرمايتو بتشرف الأندال يلي مثلكم ,abusive
ياليت تطلب من بشار يعطيك الجنسية السورية,normal
خراس و ما تشوش ✋ ,abusive
خريطة بتوضح توزع القواعد العسكرية الأجنبية ضمن حدود الدولة السورية القائمة والقوية والمكتفية جدير بالذكر إنها تعرضت أكتر من مرة خلال السنين الماضية لغارات اسرائيلية,normal
سمعتوا منيح سماحة السيد شو قال عن فخامة الرئيس وعن الوزير جبران باسيل بعتقد لا كلام بعد كلام السيد,normal
علاء الخواجا مرضى عنه من الرئسات الثلاثة ما تعذب قلبك ,normal
دول الغدر والخراب والعمالة ستنكسر امام جحافل الشرف والشهامة اللبنانية و السورية ,normal
أسوأ شعور لما تحس حدا عم يسرقك ومش قادر توَقفه لأن بيوَقفك 😎 ,normal
يعني ةلمسيحي ما بيتعاطا مخدرات و ما بيتاجر لكن ابن مستشار جبران باسيل يلي نكمش و طلع بواسطة من الوزير كا…,normal
"يا عزيزتي مريوما، الإمارات تبقى حليفة للملكة وثوابتها واضحة الدكتور علي رجل أكادي… ",normal
نحتاج لوعي جديد خال من الايجو والانا وكل مسميات النفس الذائفة ,normal
مهم انت تقول مين نسمي أهم شي و وين بحب قلك وجودك متل قلتك احترم حالك كرمال ما تضحك عليك الشعب ,abusive
شامل روكز و من بعده جبران باسيل,normal
عندما يتعلق الأمر في البيت الدرزي الواحد يجب علينا الدعاء لكل من ظل الطريق ان يرجع عن خطأه وأن يتعامل… ,normal
كل ردودكم المتفلسفة عن غباء كامل ان دلت تدل على كذبكم ونفاقكم وغبائكم وجبنكم وهزالة مواقفكم وضعف بصيرتك… ,abusive
شوي جبران باسيل ما عندو خلاف ايديلوجي مع اسرائيل وشوي أمنها هو حق,normal
هذول نفسهم بيحبوا الاسد ومعتقلين ان الثورة السورية مؤامرة ويؤيدون قصف المدنيين بصراحة أزبل من اليمين,hate
حمير,hate
انت وطني شريف احسنت ,normal
تضرب بهالمنظر ,abusive
انت اخرتك دربكات ,abusive
اللهم عليك بالحكام العرب و راموس,normal
كل الناس سامعة و قاشعة ما تخمن حالك محجوب عن الرؤية ,normal
حسن نصر الله قال عن جبران باسيل صديق,normal
"يا جماعة مش ملاحظين بعد كل جولة من الكذب والتضليل على التيار ورئيسه ،",normal
لو بس تغريدة وحدة لصالح لبنان او للمنفعة بدل الثرثرة والنسنسة لن يضرك الاهتمام بالوضع الداخلي ولكنك ا… ,normal
عرفتك انت الجرثومةيلي قد ما نكب عليها ديتول لا يقضي عليها  تضحك بلا سنان ,abusive
أصلا جبران عندو طيارة وعندو قصر بأوروبا ومحيط الهادىء الى اسهم فيه وتم اكتشاف كوكب جديد مثل زحل وجوبيتير تم شرائه كن قبل ا…,normal
جكارة ببريطانيا والله,normal
يلعن روحو بهالبرد,abusive
إحتل فخامة رئيس الجمهورية الجنرال ميشال عون مكانةً قياد…,normal
حكي وما ترك ثغرة اول مرة بحس فيه هيك رواق ع الاخر وبصراحة اقوى رسالة بعتها هي لما شكر جبران باسيل ول…,normal
خاءن و ستبقى خاءن ,abusive
يللا بسيطة المهم خسارتنا مشرفة,normal
كنا معودين عليك بتحكي جالس بس تفسيرك لجواب جبران باسيل عن السكوت بيدل على سذاجة وهبل منا وجر,abusive
وهيدي تاني مقالة يا باطل ههههه ,normal
"جبران بيوعى بلبنان ، وبقضي وقت فراغو مع شباب حاطين ثقتن في وبشاركن بمشاريعن جبران بيطلع ب…",normal
"انو الواحد بيحكيك بل الشرق بترد بل الغرب ، هيدا شعار انتخابي يا روح امك بيحمي لبنان الرئيس القوي وجيشو الوطني لي ولائو للبنان بس",normal
ياريت كلكم مثلل امير قطر يلي نهض بقطر الى مصافي ادول المتقدمة واذا كان على الارهاب فانتم الارهاب بحد ذا… ,normal
سر يا وئام وهاب يا كبير ولا تلتفت لأحد ,normal
ليس سرا موقف وزير خارجية لبنان باسيل جبران المؤيد للنظام السوري المجرم ولكن العجيب هو موقف بعض العرب المتعاطف,normal
جبران باسيل وزير خارجية لبنان ممنوع يحكي باسمو او باسم تيارو او عنصريتو بدو يحكي بإسم لبنان وبيانو الوزاري واسم عشرات ال…,normal
"لو بتعرف ربك ، لقضيت بقيت حياتك عبادة وإستغفار وطلب السماح عله يتقبل منك وانت المثقل بدماء الابرياء والتخطيط للفتن ونشر الاكاذيب ، شو بدك بعمر المختار شتان بين الثريا والثرى",normal
بعض المغردين لي بينعقوا مع كل ناعق بيقبض يسمعو منيح السيد شو عم يحكي عن الرئيس عون و الوزير جبران باسيل,normal
كول هوا وسد بوزك معلمك لجاسوس لمجرم بدو شد شعر لشايب,abusive
الوزير جبران باسيل التقى في دافوس المبعوث الخاص للأمم المتحدة في سوريا,normal
والله ما قاريك ولا سامع فيك ولا مغبر على صرمايتو زحط ,abusive
ترانا نحتاج إلى أعجوبة لكي تفهم أن وليد جنبلاط هو زعيمك وزعيم الجبل وكل لبنان ولكن المختارة الوطن لا تحتاج ضم… ,normal
لعلها تكون قدوة يحتذى بها لبناء الدولة العادلة ,normal
"نريد قضاء نظيف، لا يتناسى الفاسدين و المخربين ",normal
سد حلقك و خراس    ,abusive
هذه التجربة التي اعتبرتها خطوة جيدة شو وضع هول الشخصين اللي صاروا كتاب عدل وهني دون السن القانونية بعمر… ,normal
لاء ووزير خارجيتنا المفصوم جبران باسيل قال ان تميم فكّ الحصار عن نفسه وحضر القمة  ,normal
دقيقة صمت عذكائك ,normal
الرئيس ميشال عون و الوزير جبران باسيل غصب عن راسك هول نخبة الناس مش متل معلمك النصّ طبيب,normal
فش خلقك فش مصاري ما فش ,normal
"توظيف كتاب عدل من ثلاث اشقاء بالنتائج الاخيرة هم غرايس عصام نعيم، آلان عصام نعيم وايلي عصام نعيم",normal
